ProviderID,ProviderName,ProviderType,ProviderPrimaryInspectionCategory,ProviderStreetAddress,ProviderAddressLine2,ProviderCity,ProviderPostCode,ProviderLocalAuthority,ProviderRegion,Service/PopulationGroup,Domain,LatestRating,PublicationDate,ReportType,InheritedRating(Y/N),URL,BrandID,BrandName
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Forensic inpatient or secure wards,Responsive,Outstanding,07/06/2019,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Forensic inpatient or secure wards,Safe,Good,07/06/2019,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Forensic inpatient or secure wards,Well-led,Good,07/06/2019,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Long stay or rehabilitation mental health wards for working age adults,Caring,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Long stay or rehabilitation mental health wards for working age adults,Effective,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Long stay or rehabilitation mental health wards for working age adults,Overall,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Long stay or rehabilitation mental health wards for working age adults,Responsive,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Long stay or rehabilitation mental health wards for working age adults,Safe,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Long stay or rehabilitation mental health wards for working age adults,Well-led,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Mental health crisis services and health-based places of safety,Caring,Good,07/06/2019,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Mental health crisis services and health-based places of safety,Effective,Good,07/06/2019,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Mental health crisis services and health-based places of safety,Overall,Requires improvement,07/06/2019,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Mental health crisis services and health-based places of safety,Responsive,Good,07/06/2019,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Mental health crisis services and health-based places of safety,Safe,Requires improvement,07/06/2019,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Mental health crisis services and health-based places of safety,Well-led,Requires improvement,07/06/2019,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Overall,Caring,Outstanding,07/06/2019,Provider,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Overall,Effective,Good,07/06/2019,Provider,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Overall,Overall,Good,07/06/2019,Provider,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Overall,Responsive,Good,07/06/2019,Provider,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Overall,Safe,Good,07/06/2019,Provider,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Overall,Well-led,Good,07/06/2019,Provider,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Specialist community mental health services for children and young people,Caring,Outstanding,23/01/2018,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Specialist community mental health services for children and young people,Effective,Good,23/01/2018,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Specialist community mental health services for children and young people,Overall,Good,23/01/2018,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Specialist community mental health services for children and young people,Responsive,Good,23/01/2018,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Specialist community mental health services for children and young people,Safe,Good,23/01/2018,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Specialist community mental health services for children and young people,Well-led,Good,23/01/2018,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Wards for older people with mental health problems,Caring,Good,07/06/2019,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Wards for older people with mental health problems,Effective,Good,07/06/2019,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Wards for older people with mental health problems,Overall,Good,07/06/2019,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Wards for older people with mental health problems,Responsive,Good,07/06/2019,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Wards for older people with mental health problems,Safe,Good,07/06/2019,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Wards for older people with mental health problems,Well-led,Good,07/06/2019,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Wards for people with learning disabilities or autism,Caring,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Wards for people with learning disabilities or autism,Effective,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Wards for people with learning disabilities or autism,Overall,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Wards for people with learning disabilities or autism,Responsive,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Wards for people with learning disabilities or autism,Safe,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Wards for people with learning disabilities or autism,Well-led,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",NHS Healthcare Organisation,Mental health - community & residential - NHS,West Park Hospital,Edward Pease Way,Darlington,DL2 2TS,Darlington,North East,Acute wards for adults of working age and psychiatric intensive care units,Caring,Good,03/03/2020,CoreService,N,http://www.cqc.org.uk/provider/RX3,-,-
RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",NHS Healthcare Organisation,Mental health - community & residential - NHS,West Park Hospital,Edward Pease Way,Darlington,DL2 2TS,Darlington,North East,Acute wards for adults of working age and psychiatric intensive care units,Effective,Good,03/03/2020,CoreService,N,http://www.cqc.org.uk/provider/RX3,-,-
RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",NHS Healthcare Organisation,Mental health - community & residential - NHS,West Park Hospital,Edward Pease Way,Darlington,DL2 2TS,Darlington,North East,Acute wards for adults of working age and psychiatric intensive care units,Overall,Good,03/03/2020,CoreService,N,http://www.cqc.org.uk/provider/RX3,-,-
RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",NHS Healthcare Organisation,Mental health - community & residential - NHS,West Park Hospital,Edward Pease Way,Darlington,DL2 2TS,Darlington,North East,Acute wards for adults of working age and psychiatric intensive care units,Responsive,Good,03/03/2020,CoreService,N,http://www.cqc.org.uk/provider/RX3,-,-
RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",NHS Healthcare Organisation,Mental health - community & residential - NHS,West Park Hospital,Edward Pease Way,Darlington,DL2 2TS,Darlington,North East,Acute wards for adults of working age and psychiatric intensive care units,Safe,Good,03/03/2020,CoreService,N,http://www.cqc.org.uk/provider/RX3,-,-
RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",NHS Healthcare Organisation,Mental health - community & residential - NHS,West Park Hospital,Edward Pease Way,Darlington,DL2 2TS,Darlington,North East,Acute wards for adults of working age and psychiatric intensive care units,Well-led,Good,03/03/2020,CoreService,N,http://www.cqc.org.uk/provider/RX3,-,-
RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",NHS Healthcare Organisation,Mental health - community & residential - NHS,West Park Hospital,Edward Pease Way,Darlington,DL2 2TS,Darlington,North East,Child and adolescent mental health wards,Caring,Requires improvement,21/08/2019,CoreService,N,http://www.cqc.org.uk/provider/RX3,-,-
RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",NHS Healthcare Organisation,Mental health - community & residential - NHS,West Park Hospital,Edward Pease Way,Darlington,DL2 2TS,Darlington,North East,Child and adolescent mental health wards,Effective,Requires improvement,21/08/2019,CoreService,N,http://www.cqc.org.uk/provider/RX3,-,-
RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",NHS Healthcare Organisation,Mental health - community & residential - NHS,West Park Hospital,Edward Pease Way,Darlington,DL2 2TS,Darlington,North East,Child and adolescent mental health wards,Overall,Inadequate,21/08/2019,CoreService,N,http://www.cqc.org.uk/provider/RX3,-,-
RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",NHS Healthcare Organisation,Mental health - community & residential - NHS,West Park Hospital,Edward Pease Way,Darlington,DL2 2TS,Darlington,North East,Child and adolescent mental health wards,Responsive,Inadequate,21/08/2019,CoreService,N,http://www.cqc.org.uk/provider/RX3,-,-
RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",NHS Healthcare Organisation,Mental health - community & residential - NHS,West Park Hospital,Edward Pease Way,Darlington,DL2 2TS,Darlington,North East,Child and adolescent mental health wards,Safe,Inadequate,21/08/2019,CoreService,N,http://www.cqc.org.uk/provider/RX3,-,-
RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",NHS Healthcare Organisation,Mental health - community & residential - NHS,West Park Hospital,Edward Pease Way,Darlington,DL2 2TS,Darlington,North East,Child and adolescent mental health wards,Well-led,Inadequate,21/08/2019,CoreService,N,http://www.cqc.org.uk/provider/RX3,-,-
